#NdLSCO at T = 4 K, calculations: 
# for B//c: B[T], rho(B)/rho(0); for B//a: B[T], rho(B)/rho(0)
1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00
3.0020e+00	 1.0002e+00	 2.0000e+00	 1.0000e+00
5.0040e+00	 1.0007e+00	 3.0000e+00	 1.0000e+00
7.0060e+00	 1.0013e+00	 4.0000e+00	 1.0000e+00
9.0080e+00	 1.0022e+00	 5.0000e+00	 1.0000e+00
1.1010e+01	 1.0033e+00	 6.0000e+00	 1.0000e+00
1.3012e+01	 1.0046e+00	 7.0000e+00	 1.0000e+00
1.5014e+01	 1.0060e+00	 8.0000e+00	 1.0000e+00
1.7016e+01	 1.0077e+00	 9.0000e+00	 1.0000e+00
1.9018e+01	 1.0095e+00	 1.0000e+01	 1.0000e+00
2.1020e+01	 1.0115e+00	 1.1000e+01	 1.0000e+00
2.3022e+01	 1.0137e+00	 1.2000e+01	 1.0000e+00
2.5024e+01	 1.0161e+00	 1.3000e+01	 1.0000e+00
2.7026e+01	 1.0185e+00	 1.4000e+01	 1.0000e+00
2.9028e+01	 1.0212e+00	 1.5000e+01	 1.0000e+00
3.1030e+01	 1.0239e+00	 1.6000e+01	 1.0000e+00
3.3032e+01	 1.0268e+00	 1.7000e+01	 1.0000e+00
3.5034e+01	 1.0298e+00	 1.8000e+01	 1.0000e+00
3.7036e+01	 1.0329e+00	 1.9000e+01	 1.0000e+00
3.9038e+01	 1.0362e+00	 2.0000e+01	 1.0000e+00
4.1040e+01	 1.0395e+00	 2.1000e+01	 1.0000e+00
4.3042e+01	 1.0429e+00	 2.2000e+01	 1.0000e+00
4.5044e+01	 1.0465e+00	 2.3000e+01	 1.0000e+00
4.7046e+01	 1.0501e+00	 2.4000e+01	 1.0001e+00
4.9048e+01	 1.0538e+00	 2.5000e+01	 1.0001e+00
5.1050e+01	 1.0575e+00	 2.6000e+01	 1.0001e+00
nan	 nan	 2.7000e+01	 1.0001e+00
nan	 nan	 2.8000e+01	 1.0001e+00
nan	 nan	 2.9000e+01	 1.0001e+00
nan	 nan	 3.0000e+01	 1.0001e+00
nan	 nan	 3.1000e+01	 1.0001e+00
nan	 nan	 3.2000e+01	 1.0001e+00
nan	 nan	 3.3000e+01	 1.0001e+00
nan	 nan	 3.4000e+01	 1.0001e+00
nan	 nan	 3.5000e+01	 1.0001e+00
nan	 nan	 3.6000e+01	 1.0001e+00
nan	 nan	 3.7000e+01	 1.0001e+00
nan	 nan	 3.8000e+01	 1.0001e+00
nan	 nan	 3.9000e+01	 1.0001e+00
nan	 nan	 4.0000e+01	 1.0001e+00
nan	 nan	 4.1000e+01	 1.0001e+00
nan	 nan	 4.2000e+01	 1.0001e+00
nan	 nan	 4.3000e+01	 1.0001e+00
nan	 nan	 4.4000e+01	 1.0001e+00
nan	 nan	 4.5000e+01	 1.0001e+00
nan	 nan	 4.6000e+01	 1.0001e+00
nan	 nan	 4.7000e+01	 1.0001e+00
nan	 nan	 4.8000e+01	 1.0001e+00
nan	 nan	 4.9000e+01	 1.0002e+00
nan	 nan	 5.0000e+01	 1.0002e+00
nan	 nan	 5.1000e+01	 1.0002e+00
