B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_S1_30K	rho_S1_30K
28.133	 1.2411e+00	0.042394	1.0001	 4.2769e-02	 1.0000e+00	0.27344	 9.9584e-01
28.155	 1.2418e+00	0.042494	1.0001	 4.2869e-02	 1.0000e+00	0.27377	 9.9579e-01
28.177	 1.2422e+00	0.042594	1.0001	 4.2970e-02	 1.0000e+00	0.27409	 9.9575e-01
28.198	 1.2427e+00	0.042692	1.0001	 4.3071e-02	 1.0000e+00	0.27442	 9.9570e-01
28.22	 1.2433e+00	0.042792	1.0001	 4.3172e-02	 1.0000e+00	0.27474	 9.9566e-01
28.242	 1.2435e+00	0.042892	1.0002	 4.3272e-02	 1.0000e+00	0.27507	 9.9561e-01
28.264	 1.2443e+00	0.042992	1.0002	 4.3373e-02	 1.0000e+00	0.27539	 9.9556e-01
28.285	 1.2445e+00	0.043092	1.0002	 4.3474e-02	 1.0000e+00	0.27572	 9.9553e-01
28.307	 1.2451e+00	0.043193	1.0003	 4.3576e-02	 1.0000e+00	0.27605	 9.9547e-01
28.329	 1.2455e+00	0.043293	1.0003	 4.3678e-02	 1.0000e+00	0.27637	 9.9544e-01
28.351	 1.2459e+00	0.043393	1.0004	 4.3779e-02	 1.0000e+00	0.2767	 9.9539e-01
28.372	 1.2465e+00	0.043493	1.0004	 4.3881e-02	 1.0000e+00	0.27703	 9.9535e-01
28.394	 1.2467e+00	0.043593	1.0005	 4.3983e-02	 1.0000e+00	0.27736	 9.9531e-01
28.416	 1.2474e+00	0.043693	1.0005	 4.4084e-02	 1.0001e+00	0.27769	 9.9527e-01
28.438	 1.2477e+00	0.043794	1.0005	 4.4186e-02	 1.0001e+00	0.27802	 9.9524e-01
28.46	 1.2483e+00	0.043894	1.0006	 4.4289e-02	 1.0001e+00	0.27835	 9.9519e-01
28.482	 1.2486e+00	0.043995	1.0006	 4.4391e-02	 1.0001e+00	0.27868	 9.9517e-01
28.504	 1.2490e+00	0.044096	1.0006	 4.4494e-02	 1.0002e+00	0.27901	 9.9513e-01
28.526	 1.2496e+00	0.044197	1.0006	 4.4596e-02	 1.0002e+00	0.27933	 9.9511e-01
28.547	 1.2499e+00	0.044297	1.0006	 4.4699e-02	 1.0002e+00	0.27966	 9.9509e-01
28.569	 1.2506e+00	0.044399	1.0006	 4.4802e-02	 1.0002e+00	0.27999	 9.9507e-01
28.591	 1.2508e+00	0.0445	1.0006	 4.4905e-02	 1.0003e+00	0.28032	 9.9506e-01
28.613	 1.2515e+00	0.044601	1.0006	 4.5008e-02	 1.0003e+00	0.28066	 9.9505e-01
28.635	 1.2519e+00	0.044702	1.0005	 4.5110e-02	 1.0003e+00	0.28099	 9.9506e-01
28.657	 1.2524e+00	0.044804	1.0005	 4.5214e-02	 1.0003e+00	0.28132	 9.9505e-01
28.679	 1.2530e+00	0.044906	1.0005	 4.5317e-02	 1.0003e+00	0.28165	 9.9507e-01
28.701	 1.2534e+00	0.045007	1.0004	 4.5421e-02	 1.0003e+00	0.28198	 9.9507e-01
28.723	 1.2543e+00	0.045108	1.0004	 4.5525e-02	 1.0004e+00	0.28232	 9.9508e-01
28.745	 1.2546e+00	0.04521	1.0004	 4.5628e-02	 1.0004e+00	0.28265	 9.9509e-01
28.767	 1.2555e+00	0.045312	1.0004	 4.5732e-02	 1.0004e+00	0.28298	 9.9509e-01
28.789	 1.2559e+00	0.045414	1.0003	 4.5835e-02	 1.0004e+00	0.28332	 9.9510e-01
28.811	 1.2566e+00	0.045516	1.0003	 4.5939e-02	 1.0004e+00	0.28365	 9.9510e-01
28.834	 1.2572e+00	0.045618	1.0003	 4.6043e-02	 1.0003e+00	0.28399	 9.9511e-01
28.856	 1.2577e+00	0.04572	1.0003	 4.6146e-02	 1.0003e+00	0.28432	 9.9511e-01
28.878	 1.2585e+00	0.045823	1.0002	 4.6250e-02	 1.0003e+00	0.28466	 9.9513e-01
28.9	 1.2589e+00	0.045925	1.0002	 4.6354e-02	 1.0003e+00	0.28499	 9.9515e-01
28.922	 1.2597e+00	0.046027	1.0002	 4.6458e-02	 1.0003e+00	0.28533	 9.9516e-01
28.944	 1.2600e+00	0.04613	1.0001	 4.6563e-02	 1.0003e+00	0.28566	 9.9520e-01
28.966	 1.2606e+00	0.046232	1.0001	 4.6667e-02	 1.0003e+00	0.286	 9.9522e-01
28.988	 1.2612e+00	0.046335	1.0001	 4.6772e-02	 1.0003e+00	0.28634	 9.9526e-01
29.011	 1.2616e+00	0.046437	1.0001	 4.6877e-02	 1.0003e+00	0.28667	 9.9529e-01
29.033	 1.2623e+00	0.04654	1.0	 4.6981e-02	 1.0003e+00	0.28701	 9.9533e-01
29.055	 1.2625e+00	0.046643	1.0	 4.7086e-02	 1.0003e+00	0.28735	 9.9538e-01
29.077	 1.2633e+00	0.046747	0.99997	 4.7191e-02	 1.0003e+00	0.28769	 9.9541e-01
29.099	 1.2636e+00	0.04685	0.99994	 4.7296e-02	 1.0002e+00	0.28802	 9.9546e-01
29.122	 1.2642e+00	0.046954	0.99993	 4.7401e-02	 1.0002e+00	0.28836	 9.9548e-01
29.144	 1.2647e+00	0.047058	0.99991	 4.7506e-02	 1.0002e+00	0.2887	 9.9552e-01
29.166	 1.2652e+00	0.047161	0.9999	 4.7611e-02	 1.0002e+00	0.28904	 9.9555e-01
29.189	 1.2659e+00	0.047265	0.99989	 4.7717e-02	 1.0002e+00	0.28938	 9.9558e-01
29.211	 1.2662e+00	0.047369	0.99989	 4.7822e-02	 1.0002e+00	0.28972	 9.9561e-01
29.233	 1.2670e+00	0.047472	0.99989	 4.7928e-02	 1.0002e+00	0.29006	 9.9563e-01
29.256	 1.2673e+00	0.047576	0.99989	 4.8033e-02	 1.0002e+00	0.2904	 9.9566e-01
29.278	 1.2679e+00	0.047681	0.99991	 4.8139e-02	 1.0001e+00	0.29074	 9.9568e-01
29.3	 1.2685e+00	0.047785	0.99992	 4.8245e-02	 1.0001e+00	0.29108	 9.9571e-01
29.323	 1.2689e+00	0.047891	0.99994	 4.8350e-02	 1.0001e+00	0.29142	 9.9572e-01
29.345	 1.2697e+00	0.047995	0.99996	 4.8457e-02	 1.0001e+00	0.29176	 9.9574e-01
29.367	 1.2700e+00	0.0481	0.99998	 4.8564e-02	 1.0000e+00	0.29211	 9.9576e-01
29.39	 1.2709e+00	0.048204	1.0	 4.8670e-02	 1.0000e+00	0.29245	 9.9576e-01
29.412	 1.2712e+00	0.048309	1.0	 4.8776e-02	 9.9998e-01	0.29279	 9.9578e-01
29.434	 1.2719e+00	0.048413	1.0001	 4.8883e-02	 9.9996e-01	0.29313	 9.9577e-01
29.457	 1.2725e+00	0.048518	1.0001	 4.8989e-02	 9.9993e-01	0.29348	 9.9579e-01
29.479	 1.2730e+00	0.048623	1.0001	 4.9095e-02	 9.9991e-01	0.29382	 9.9578e-01
29.502	 1.2738e+00	0.048728	1.0001	 4.9203e-02	 9.9988e-01	0.29416	 9.9578e-01
29.524	 1.2741e+00	0.048834	1.0002	 4.9309e-02	 9.9986e-01	0.29451	 9.9579e-01
29.547	 1.2748e+00	0.048939	1.0002	 4.9417e-02	 9.9984e-01	0.29485	 9.9579e-01
29.569	 1.2750e+00	0.049044	1.0002	 4.9524e-02	 9.9982e-01	0.2952	 9.9580e-01
29.592	 1.2756e+00	0.04915	1.0002	 4.9631e-02	 9.9980e-01	0.29554	 9.9580e-01
29.614	 1.2759e+00	0.049256	1.0003	 4.9739e-02	 9.9978e-01	0.29589	 9.9582e-01
29.637	 1.2763e+00	0.049361	1.0003	 4.9846e-02	 9.9977e-01	0.29623	 9.9581e-01
29.66	 1.2767e+00	0.049467	1.0003	 4.9953e-02	 9.9976e-01	0.29658	 9.9582e-01
29.682	 1.2768e+00	0.049573	1.0003	 5.0061e-02	 9.9975e-01	0.29693	 9.9582e-01
29.705	 1.2773e+00	0.049679	1.0004	 5.0168e-02	 9.9975e-01	0.29727	 9.9582e-01
29.727	 1.2773e+00	0.049785	1.0004	 5.0276e-02	 9.9975e-01	0.29762	 9.9582e-01
29.75	 1.2776e+00	0.049891	1.0004	 5.0384e-02	 9.9976e-01	0.29797	 9.9580e-01
29.773	 1.2778e+00	0.049997	1.0005	 5.0492e-02	 9.9977e-01	0.29831	 9.9580e-01
29.795	 1.2779e+00	0.050103	1.0005	 5.0600e-02	 9.9979e-01	0.29866	 9.9578e-01
29.818	 1.2783e+00	0.05021	1.0005	 5.0707e-02	 9.9980e-01	0.29901	 9.9576e-01
29.84	 1.2782e+00	0.050317	1.0005	 5.0814e-02	 9.9982e-01	0.29936	 9.9574e-01
29.863	 1.2786e+00	0.050423	1.0006	 5.0922e-02	 9.9985e-01	0.2997	 9.9571e-01
29.886	 1.2785e+00	0.05053	1.0006	 5.1029e-02	 9.9988e-01	0.30006	 9.9570e-01
29.908	 1.2788e+00	0.050636	1.0006	 5.1138e-02	 9.9991e-01	0.3004	 9.9567e-01
29.931	 1.2788e+00	0.050743	1.0007	 5.1245e-02	 9.9994e-01	0.30075	 9.9565e-01
29.954	 1.2788e+00	0.05085	1.0007	 5.1354e-02	 9.9997e-01	0.3011	 9.9562e-01
29.977	 1.2790e+00	0.050957	1.0007	 5.1463e-02	 1.0000e+00	0.30145	 9.9561e-01
29.999	 1.2788e+00	0.051064	1.0007	 5.1572e-02	 1.0000e+00	0.3018	 9.9559e-01
30.022	 1.2791e+00	0.051171	1.0008	 5.1680e-02	 1.0001e+00	0.30216	 9.9558e-01
30.045	 1.2788e+00	0.051278	1.0008	 5.1790e-02	 1.0001e+00	0.30251	 9.9558e-01
30.068	 1.2790e+00	0.051385	1.0008	 5.1899e-02	 1.0001e+00	0.30286	 9.9558e-01
30.09	 1.2789e+00	0.051492	1.0008	 5.2008e-02	 1.0002e+00	0.30321	 9.9560e-01
30.113	 1.2790e+00	0.051599	1.0008	 5.2117e-02	 1.0002e+00	0.30356	 9.9560e-01
30.136	 1.2792e+00	0.051707	1.0009	 5.2226e-02	 1.0002e+00	0.30392	 9.9563e-01
30.159	 1.2792e+00	0.051814	1.0009	 5.2335e-02	 1.0002e+00	0.30427	 9.9565e-01
30.182	 1.2796e+00	0.051922	1.0009	 5.2445e-02	 1.0002e+00	0.30462	 9.9567e-01
30.204	 1.2796e+00	0.05203	1.0009	 5.2554e-02	 1.0003e+00	0.30498	 9.9570e-01
30.227	 1.2801e+00	0.052139	1.0009	 5.2664e-02	 1.0003e+00	0.30533	 9.9572e-01
30.25	 1.2802e+00	0.052248	1.0009	 5.2773e-02	 1.0003e+00	0.30569	 9.9576e-01
30.273	 1.2807e+00	0.052356	1.0009	 5.2883e-02	 1.0003e+00	0.30604	 9.9577e-01
30.296	 1.2812e+00	0.052465	1.0009	 5.2994e-02	 1.0003e+00	0.3064	 9.9580e-01
30.319	 1.2815e+00	0.052574	1.0008	 5.3104e-02	 1.0003e+00	0.30675	 9.9581e-01
30.342	 1.2823e+00	0.052682	1.0008	 5.3214e-02	 1.0003e+00	0.30711	 9.9582e-01
30.365	 1.2825e+00	0.052791	1.0008	 5.3325e-02	 1.0003e+00	0.30746	 9.9584e-01
30.388	 1.2834e+00	0.0529	1.0007	 5.3436e-02	 1.0003e+00	0.30782	 9.9584e-01
30.411	 1.2838e+00	0.053008	1.0006	 5.3547e-02	 1.0003e+00	0.30818	 9.9585e-01
30.434	 1.2845e+00	0.053118	1.0006	 5.3657e-02	 1.0003e+00	0.30854	 9.9584e-01
30.457	 1.2852e+00	0.053227	1.0005	 5.3768e-02	 1.0003e+00	0.30889	 9.9585e-01
30.48	 1.2858e+00	0.053337	1.0005	 5.3879e-02	 1.0003e+00	0.30925	 9.9585e-01
30.503	 1.2867e+00	0.053446	1.0004	 5.3990e-02	 1.0003e+00	0.30961	 9.9585e-01
30.526	 1.2870e+00	0.053555	1.0003	 5.4101e-02	 1.0003e+00	0.30997	 9.9585e-01
30.549	 1.2880e+00	0.053665	1.0003	 5.4212e-02	 1.0003e+00	0.31033	 9.9584e-01
30.572	 1.2884e+00	0.053775	1.0002	 5.4324e-02	 1.0003e+00	0.31069	 9.9584e-01
30.595	 1.2892e+00	0.053884	1.0001	 5.4436e-02	 1.0003e+00	0.31105	 9.9582e-01
30.618	 1.2899e+00	0.053994	1.0001	 5.4547e-02	 1.0003e+00	0.3114	 9.9582e-01
30.641	 1.2904e+00	0.054104	1.0	 5.4658e-02	 1.0003e+00	0.31177	 9.9580e-01
30.664	 1.2912e+00	0.054214	0.99996	 5.4770e-02	 1.0003e+00	0.31213	 9.9579e-01
30.687	 1.2915e+00	0.054325	0.99991	 5.4883e-02	 1.0003e+00	0.31249	 9.9578e-01
30.71	 1.2923e+00	0.054434	0.99987	 5.4994e-02	 1.0002e+00	0.31285	 9.9576e-01
30.734	 1.2926e+00	0.054545	0.99983	 5.5107e-02	 1.0002e+00	0.31321	 9.9575e-01
30.757	 1.2933e+00	0.054655	0.99981	 5.5219e-02	 1.0002e+00	0.31357	 9.9572e-01
30.78	 1.2937e+00	0.054766	0.99978	 5.5331e-02	 1.0002e+00	0.31393	 9.9571e-01
30.803	 1.2941e+00	0.054877	0.99977	 5.5444e-02	 1.0002e+00	0.3143	 9.9569e-01
30.826	 1.2947e+00	0.054988	0.99976	 5.5556e-02	 1.0002e+00	0.31466	 9.9568e-01
30.85	 1.2948e+00	0.055098	0.99976	 5.5669e-02	 1.0002e+00	0.31502	 9.9567e-01
30.873	 1.2955e+00	0.055209	0.99978	 5.5783e-02	 1.0002e+00	0.31539	 9.9566e-01
30.896	 1.2957e+00	0.055319	0.99979	 5.5895e-02	 1.0002e+00	0.31575	 9.9567e-01
30.919	 1.2963e+00	0.055431	0.99981	 5.6008e-02	 1.0002e+00	0.31611	 9.9566e-01
30.942	 1.2967e+00	0.055542	0.99982	 5.6121e-02	 1.0002e+00	0.31648	 9.9567e-01
30.966	 1.2971e+00	0.055654	0.99985	 5.6234e-02	 1.0002e+00	0.31684	 9.9568e-01
30.989	 1.2976e+00	0.055766	0.99987	 5.6348e-02	 1.0002e+00	0.31721	 9.9569e-01
31.012	 1.2978e+00	0.055877	0.99989	 5.6462e-02	 1.0002e+00	0.31757	 9.9570e-01
31.036	 1.2984e+00	0.055989	0.99992	 5.6576e-02	 1.0002e+00	0.31794	 9.9571e-01
31.059	 1.2986e+00	0.056101	0.99994	 5.6689e-02	 1.0002e+00	0.31831	 9.9574e-01
31.082	 1.2992e+00	0.056213	0.99998	 5.6803e-02	 1.0002e+00	0.31867	 9.9574e-01
31.106	 1.2996e+00	0.056325	1.0	 5.6916e-02	 1.0002e+00	0.31904	 9.9577e-01
31.129	 1.2999e+00	0.056437	1.0	 5.7031e-02	 1.0002e+00	0.31941	 9.9578e-01
31.152	 1.3005e+00	0.056549	1.0001	 5.7145e-02	 1.0002e+00	0.31977	 9.9580e-01
31.176	 1.3006e+00	0.056662	1.0001	 5.7258e-02	 1.0002e+00	0.32014	 9.9582e-01
31.199	 1.3013e+00	0.056774	1.0001	 5.7372e-02	 1.0002e+00	0.32051	 9.9584e-01
31.223	 1.3015e+00	0.056887	1.0002	 5.7486e-02	 1.0001e+00	0.32088	 9.9586e-01
31.246	 1.3021e+00	0.057	1.0002	 5.7601e-02	 1.0001e+00	0.32125	 9.9587e-01
31.269	 1.3025e+00	0.057113	1.0002	 5.7715e-02	 1.0001e+00	0.32162	 9.9590e-01
31.293	 1.3029e+00	0.057226	1.0003	 5.7829e-02	 1.0001e+00	0.32199	 9.9592e-01
31.316	 1.3034e+00	0.057339	1.0003	 5.7943e-02	 1.0001e+00	0.32236	 9.9595e-01
31.34	 1.3036e+00	0.057452	1.0003	 5.8058e-02	 1.0001e+00	0.32273	 9.9597e-01
31.363	 1.3043e+00	0.057565	1.0004	 5.8173e-02	 1.0001e+00	0.3231	 9.9600e-01
31.387	 1.3045e+00	0.057679	1.0004	 5.8288e-02	 1.0001e+00	0.32347	 9.9604e-01
31.41	 1.3052e+00	0.057793	1.0004	 5.8403e-02	 1.0000e+00	0.32384	 9.9606e-01
31.434	 1.3056e+00	0.057907	1.0004	 5.8519e-02	 1.0000e+00	0.32421	 9.9610e-01
31.457	 1.3060e+00	0.058021	1.0004	 5.8634e-02	 9.9999e-01	0.32459	 9.9612e-01
31.481	 1.3066e+00	0.058135	1.0004	 5.8749e-02	 9.9996e-01	0.32496	 9.9615e-01
31.504	 1.3068e+00	0.058249	1.0004	 5.8865e-02	 9.9993e-01	0.32533	 9.9617e-01
31.528	 1.3075e+00	0.058364	1.0004	 5.8980e-02	 9.9990e-01	0.32571	 9.9619e-01
31.552	 1.3076e+00	0.058479	1.0004	 5.9096e-02	 9.9987e-01	0.32608	 9.9621e-01
31.575	 1.3082e+00	0.058593	1.0004	 5.9212e-02	 9.9984e-01	0.32645	 9.9621e-01
31.599	 1.3084e+00	0.058708	1.0004	 5.9327e-02	 9.9981e-01	0.32683	 9.9622e-01
31.622	 1.3087e+00	0.058823	1.0004	 5.9444e-02	 9.9978e-01	0.3272	 9.9621e-01
31.646	 1.3091e+00	0.058938	1.0004	 5.9560e-02	 9.9975e-01	0.32758	 9.9621e-01
31.67	 1.3092e+00	0.059053	1.0004	 5.9677e-02	 9.9973e-01	0.32795	 9.9619e-01
31.693	 1.3097e+00	0.059168	1.0004	 5.9793e-02	 9.9971e-01	0.32833	 9.9618e-01
31.717	 1.3097e+00	0.059283	1.0004	 5.9909e-02	 9.9969e-01	0.32871	 9.9617e-01
31.741	 1.3103e+00	0.059399	1.0004	 6.0026e-02	 9.9968e-01	0.32908	 9.9614e-01
31.764	 1.3105e+00	0.059514	1.0004	 6.0142e-02	 9.9967e-01	0.32946	 9.9614e-01
31.788	 1.3108e+00	0.059629	1.0004	 6.0260e-02	 9.9967e-01	0.32984	 9.9611e-01
31.812	 1.3112e+00	0.059745	1.0004	 6.0376e-02	 9.9967e-01	0.33021	 9.9610e-01
31.835	 1.3113e+00	0.05986	1.0004	 6.0493e-02	 9.9968e-01	0.33059	 9.9607e-01
31.859	 1.3119e+00	0.059976	1.0004	 6.0610e-02	 9.9969e-01	0.33097	 9.9606e-01
31.883	 1.3120e+00	0.060092	1.0004	 6.0727e-02	 9.9970e-01	0.33135	 9.9605e-01
31.907	 1.3126e+00	0.060208	1.0004	 6.0845e-02	 9.9972e-01	0.33173	 9.9603e-01
31.93	 1.3128e+00	0.060324	1.0004	 6.0962e-02	 9.9973e-01	0.33211	 9.9603e-01
31.954	 1.3132e+00	0.06044	1.0004	 6.1079e-02	 9.9975e-01	0.33248	 9.9601e-01
31.978	 1.3136e+00	0.060555	1.0004	 6.1197e-02	 9.9977e-01	0.33287	 9.9602e-01
32.002	 1.3138e+00	0.060672	1.0004	 6.1315e-02	 9.9979e-01	0.33325	 9.9601e-01
32.026	 1.3145e+00	0.060788	1.0004	 6.1433e-02	 9.9981e-01	0.33363	 9.9601e-01
32.05	 1.3146e+00	0.060905	1.0003	 6.1551e-02	 9.9983e-01	0.33401	 9.9602e-01
32.073	 1.3153e+00	0.061021	1.0003	 6.1669e-02	 9.9986e-01	0.33439	 9.9602e-01
32.097	 1.3155e+00	0.061138	1.0003	 6.1787e-02	 9.9988e-01	0.33477	 9.9603e-01
32.121	 1.3160e+00	0.061254	1.0003	 6.1906e-02	 9.9990e-01	0.33515	 9.9602e-01
32.145	 1.3163e+00	0.06137	1.0002	 6.2025e-02	 9.9992e-01	0.33553	 9.9602e-01
32.169	 1.3165e+00	0.061487	1.0002	 6.2143e-02	 9.9994e-01	0.33592	 9.9601e-01
32.193	 1.3171e+00	0.061604	1.0001	 6.2261e-02	 9.9996e-01	0.3363	 9.9601e-01
32.217	 1.3171e+00	0.061721	1.0	 6.2380e-02	 9.9997e-01	0.33668	 9.9600e-01
32.241	 1.3177e+00	0.061839	0.99999	 6.2499e-02	 9.9999e-01	0.33707	 9.9598e-01
32.265	 1.3177e+00	0.061956	0.99993	 6.2618e-02	 1.0000e+00	0.33745	 9.9598e-01
32.289	 1.3180e+00	0.062074	0.99988	 6.2737e-02	 1.0000e+00	0.33783	 9.9596e-01
32.313	 1.3182e+00	0.062191	0.99981	 6.2856e-02	 1.0000e+00	0.33822	 9.9595e-01
32.337	 1.3183e+00	0.062309	0.99977	 6.2975e-02	 1.0000e+00	0.3386	 9.9594e-01
32.361	 1.3187e+00	0.062427	0.99972	 6.3094e-02	 1.0001e+00	0.33899	 9.9593e-01
32.385	 1.3186e+00	0.062545	0.99968	 6.3213e-02	 1.0001e+00	0.33938	 9.9593e-01
32.409	 1.3192e+00	0.062663	0.99965	 6.3332e-02	 1.0001e+00	0.33976	 9.9592e-01
32.433	 1.3192e+00	0.062781	0.99962	 6.3452e-02	 1.0001e+00	0.34015	 9.9593e-01
32.457	 1.3197e+00	0.062899	0.99961	 6.3572e-02	 1.0001e+00	0.34054	 9.9591e-01
32.481	 1.3199e+00	0.063018	0.99958	 6.3692e-02	 1.0001e+00	0.34092	 9.9592e-01
32.505	 1.3203e+00	0.063136	0.99958	 6.3812e-02	 1.0001e+00	0.34131	 9.9591e-01
32.529	 1.3209e+00	0.063255	0.99957	 6.3932e-02	 1.0001e+00	0.3417	 9.9590e-01
32.553	 1.3211e+00	0.063373	0.99958	 6.4053e-02	 1.0001e+00	0.34209	 9.9590e-01
32.577	 1.3219e+00	0.063492	0.99959	 6.4173e-02	 1.0001e+00	0.34248	 9.9588e-01
32.601	 1.3222e+00	0.063611	0.9996	 6.4294e-02	 1.0001e+00	0.34287	 9.9588e-01
32.625	 1.3229e+00	0.06373	0.99963	 6.4414e-02	 1.0001e+00	0.34326	 9.9585e-01
32.649	 1.3234e+00	0.06385	0.99966	 6.4534e-02	 1.0001e+00	0.34365	 9.9584e-01
32.674	 1.3239e+00	0.063969	0.99969	 6.4656e-02	 1.0001e+00	0.34404	 9.9581e-01
32.698	 1.3246e+00	0.064089	0.99973	 6.4776e-02	 1.0001e+00	0.34443	 9.9579e-01
32.722	 1.3250e+00	0.064209	0.99977	 6.4898e-02	 1.0001e+00	0.34482	 9.9577e-01
32.746	 1.3258e+00	0.064328	0.99981	 6.5019e-02	 1.0001e+00	0.34521	 9.9574e-01
32.77	 1.3262e+00	0.064449	0.99986	 6.5140e-02	 1.0001e+00	0.3456	 9.9573e-01
32.794	 1.3270e+00	0.064569	0.99991	 6.5262e-02	 1.0001e+00	0.346	 9.9570e-01
32.819	 1.3274e+00	0.064688	0.99995	 6.5383e-02	 1.0001e+00	0.34639	 9.9569e-01
32.843	 1.3280e+00	0.064808	1.0	 6.5504e-02	 1.0001e+00	0.34678	 9.9567e-01
32.867	 1.3287e+00	0.064928	1.0	 6.5626e-02	 1.0001e+00	0.34717	 9.9566e-01
32.892	 1.3291e+00	0.065049	1.0001	 6.5748e-02	 1.0001e+00	0.34757	 9.9564e-01
32.916	 1.3300e+00	0.065169	1.0001	 6.5870e-02	 1.0001e+00	0.34796	 9.9563e-01
32.94	 1.3304e+00	0.06529	1.0001	 6.5992e-02	 1.0001e+00	0.34836	 9.9563e-01
32.964	 1.3312e+00	0.06541	1.0002	 6.6115e-02	 1.0001e+00	0.34875	 9.9562e-01
32.989	 1.3316e+00	0.065531	1.0002	 6.6237e-02	 1.0001e+00	0.34914	 9.9563e-01
33.013	 1.3321e+00	0.065652	1.0002	 6.6360e-02	 1.0001e+00	0.34954	 9.9562e-01
33.037	 1.3327e+00	0.065773	1.0003	 6.6482e-02	 1.0001e+00	0.34993	 9.9564e-01
33.062	 1.3329e+00	0.065893	1.0003	 6.6605e-02	 1.0001e+00	0.35033	 9.9565e-01
33.086	 1.3336e+00	0.066015	1.0003	 6.6727e-02	 1.0001e+00	0.35073	 9.9567e-01
33.11	 1.3336e+00	0.066136	1.0004	 6.6850e-02	 1.0001e+00	0.35112	 9.9570e-01
33.135	 1.3342e+00	0.066257	1.0004	 6.6973e-02	 1.0001e+00	0.35152	 9.9573e-01
33.159	 1.3343e+00	0.066378	1.0004	 6.7096e-02	 1.0001e+00	0.35192	 9.9577e-01
33.184	 1.3345e+00	0.0665	1.0005	 6.7220e-02	 1.0001e+00	0.35231	 9.9580e-01
33.208	 1.3348e+00	0.066621	1.0005	 6.7343e-02	 1.0001e+00	0.35271	 9.9584e-01
33.233	 1.3349e+00	0.066744	1.0006	 6.7466e-02	 1.0001e+00	0.35311	 9.9588e-01
33.257	 1.3354e+00	0.066865	1.0006	 6.7590e-02	 1.0001e+00	0.35351	 9.9592e-01
33.281	 1.3353e+00	0.066987	1.0006	 6.7714e-02	 1.0001e+00	0.35391	 9.9597e-01
33.306	 1.3358e+00	0.067109	1.0007	 6.7837e-02	 1.0001e+00	0.35431	 9.9599e-01
33.33	 1.3358e+00	0.067231	1.0007	 6.7962e-02	 1.0001e+00	0.35471	 9.9604e-01
33.355	 1.3361e+00	0.067352	1.0007	 6.8087e-02	 1.0001e+00	0.35511	 9.9606e-01
33.379	 1.3364e+00	0.067475	1.0007	 6.8211e-02	 1.0001e+00	0.35551	 9.9608e-01
33.404	 1.3365e+00	0.067598	1.0007	 6.8335e-02	 1.0001e+00	0.35591	 9.9610e-01
33.428	 1.3370e+00	0.06772	1.0007	 6.8459e-02	 1.0001e+00	0.35631	 9.9611e-01
33.453	 1.3370e+00	0.067843	1.0007	 6.8583e-02	 1.0001e+00	0.35671	 9.9613e-01
33.477	 1.3375e+00	0.067965	1.0007	 6.8708e-02	 1.0001e+00	0.35712	 9.9613e-01
33.502	 1.3376e+00	0.068088	1.0007	 6.8832e-02	 1.0001e+00	0.35752	 9.9615e-01
33.527	 1.3381e+00	0.068211	1.0006	 6.8957e-02	 1.0001e+00	0.35792	 9.9614e-01
33.551	 1.3384e+00	0.068334	1.0006	 6.9082e-02	 1.0002e+00	0.35832	 9.9615e-01
33.576	 1.3387e+00	0.068458	1.0006	 6.9207e-02	 1.0002e+00	0.35873	 9.9615e-01
33.6	 1.3393e+00	0.068581	1.0005	 6.9332e-02	 1.0002e+00	0.35913	 9.9615e-01
33.625	 1.3394e+00	0.068705	1.0005	 6.9458e-02	 1.0002e+00	0.35953	 9.9615e-01
33.65	 1.3401e+00	0.068829	1.0005	 6.9583e-02	 1.0002e+00	0.35994	 9.9615e-01
33.674	 1.3403e+00	0.068953	1.0004	 6.9709e-02	 1.0002e+00	0.36035	 9.9617e-01
33.699	 1.3408e+00	0.069077	1.0004	 6.9834e-02	 1.0002e+00	0.36075	 9.9617e-01
33.724	 1.3412e+00	0.069201	1.0003	 6.9960e-02	 1.0002e+00	0.36116	 9.9620e-01
33.748	 1.3415e+00	0.069325	1.0003	 7.0086e-02	 1.0002e+00	0.36156	 9.9621e-01
33.773	 1.3422e+00	0.06945	1.0003	 7.0212e-02	 1.0002e+00	0.36197	 9.9624e-01
33.798	 1.3424e+00	0.069574	1.0003	 7.0338e-02	 1.0002e+00	0.36238	 9.9626e-01
33.822	 1.3431e+00	0.069699	1.0002	 7.0465e-02	 1.0002e+00	0.36278	 9.9629e-01
33.847	 1.3433e+00	0.069824	1.0002	 7.0592e-02	 1.0002e+00	0.36319	 9.9633e-01
33.872	 1.3439e+00	0.069948	1.0002	 7.0720e-02	 1.0003e+00	0.3636	 9.9635e-01
33.897	 1.3444e+00	0.070073	1.0002	 7.0846e-02	 1.0003e+00	0.36401	 9.9639e-01
33.922	 1.3448e+00	0.070199	1.0002	 7.0973e-02	 1.0003e+00	0.36442	 9.9641e-01
33.946	 1.3455e+00	0.070324	1.0002	 7.1101e-02	 1.0002e+00	0.36483	 9.9644e-01
33.971	 1.3457e+00	0.07045	1.0002	 7.1229e-02	 1.0002e+00	0.36524	 9.9647e-01
33.996	 1.3465e+00	0.070576	1.0002	 7.1356e-02	 1.0002e+00	0.36565	 9.9649e-01
