B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_Nd_30K	rho_Nd_30K
15.759	 1.0257e+00	0.12861	1.0008	 1.3412e-01	 1.0001e+00	 8.3553e+01	 1.1560e+00
15.77	 1.0291e+00	0.12873	0.99992	 1.3429e-01	 1.0000e+00	 8.3542e+01	 1.1562e+00
15.782	 1.0281e+00	0.12886	1.0008	 1.3445e-01	 9.9995e-01	 8.3531e+01	 1.1564e+00
15.793	 1.0290e+00	0.12898	0.99956	 1.3461e-01	 9.9989e-01	 8.3520e+01	 1.1563e+00
15.804	 1.0268e+00	0.1291	1.0005	 1.3477e-01	 9.9983e-01	 8.3509e+01	 1.1560e+00
15.815	 1.0286e+00	0.12923	0.99992	 1.3494e-01	 9.9991e-01	 8.3498e+01	 1.1555e+00
15.827	 1.0286e+00	0.12935	1.0007	 1.3510e-01	 1.0000e+00	 8.3487e+01	 1.1548e+00
15.838	 1.0277e+00	0.12948	0.99999	 1.3526e-01	 1.0001e+00	 8.3475e+01	 1.1544e+00
15.849	 1.0302e+00	0.12961	0.99986	 1.3543e-01	 1.0001e+00	 8.3464e+01	 1.1542e+00
15.861	 1.0300e+00	0.12974	1.0005	 1.3559e-01	 9.9999e-01	 8.3453e+01	 1.1543e+00
15.872	 1.0328e+00	0.12987	0.99976	 1.3576e-01	 9.9993e-01	 8.3442e+01	 1.1546e+00
15.883	 1.0306e+00	0.13	1.0009	 1.3592e-01	 9.9985e-01	 8.3430e+01	 1.1547e+00
15.894	 1.0309e+00	0.13013	0.99972	 1.3609e-01	 9.9983e-01	 8.3419e+01	 1.1548e+00
15.906	 1.0301e+00	0.13026	1.0006	 1.3626e-01	 9.9979e-01	 8.3407e+01	 1.1544e+00
15.917	 1.0310e+00	0.13039	0.99956	 1.3642e-01	 9.9977e-01	 8.3396e+01	 1.1539e+00
15.928	 1.0324e+00	0.13052	1.0001	 1.3658e-01	 9.9979e-01	 8.3384e+01	 1.1534e+00
15.94	 1.0321e+00	0.13065	1.0001	 1.3675e-01	 9.9989e-01	 8.3373e+01	 1.1530e+00
15.951	 1.0325e+00	0.13077	0.99959	 1.3692e-01	 1.0000e+00	 8.3361e+01	 1.1529e+00
15.962	 1.0309e+00	0.1309	1.0004	 1.3708e-01	 1.0001e+00	 8.3350e+01	 1.1530e+00
15.974	 1.0344e+00	0.13102	0.9993	 1.3725e-01	 1.0001e+00	 8.3338e+01	 1.1534e+00
15.985	 1.0334e+00	0.13115	1.0006	 1.3742e-01	 9.9999e-01	 8.3326e+01	 1.1537e+00
15.997	 1.0341e+00	0.13128	1.0001	 1.3759e-01	 9.9991e-01	 8.3314e+01	 1.1538e+00
16.008	 1.0317e+00	0.13141	1.0006	 1.3776e-01	 9.9983e-01	 8.3303e+01	 1.1536e+00
16.019	 1.0331e+00	0.13153	0.99949	 1.3792e-01	 9.9981e-01	 8.3291e+01	 1.1531e+00
16.031	 1.0353e+00	0.13166	1.0003	 1.3809e-01	 9.9985e-01	 8.3279e+01	 1.1527e+00
16.042	 1.0329e+00	0.13179	1.0007	 1.3825e-01	 9.9993e-01	 8.3267e+01	 1.1524e+00
16.053	 1.0356e+00	0.13192	0.99996	 1.3842e-01	 1.0000e+00	 8.3255e+01	 1.1524e+00
16.065	 1.0336e+00	0.13204	1.0004	 1.3858e-01	 1.0001e+00	 8.3243e+01	 1.1528e+00
16.076	 1.0357e+00	0.13217	0.99966	 1.3875e-01	 1.0001e+00	 8.3231e+01	 1.1532e+00
16.088	 1.0354e+00	0.1323	1.0009	 1.3891e-01	 1.0000e+00	 8.3219e+01	 1.1536e+00
16.099	 1.0361e+00	0.13242	0.99949	 1.3908e-01	 1.0000e+00	 8.3207e+01	 1.1538e+00
16.111	 1.0361e+00	0.13254	1.0001	 1.3924e-01	 1.0000e+00	 8.3194e+01	 1.1537e+00
16.122	 1.0369e+00	0.13267	0.99972	 1.3941e-01	 1.0001e+00	 8.3182e+01	 1.1534e+00
16.134	 1.0376e+00	0.1328	0.99986	 1.3957e-01	 1.0001e+00	 8.3170e+01	 1.1531e+00
16.145	 1.0362e+00	0.13293	1.0006	 1.3974e-01	 1.0000e+00	 8.3158e+01	 1.1530e+00
16.156	 1.0373e+00	0.13306	0.99982	 1.3990e-01	 1.0001e+00	 8.3145e+01	 1.1530e+00
16.168	 1.0358e+00	0.1332	1.0009	 1.4006e-01	 1.0001e+00	 8.3133e+01	 1.1534e+00
16.179	 1.0393e+00	0.13333	1.0001	 1.4023e-01	 1.0002e+00	 8.3120e+01	 1.1539e+00
16.191	 1.0381e+00	0.13346	1.0011	 1.4040e-01	 1.0002e+00	 8.3108e+01	 1.1543e+00
16.202	 1.0378e+00	0.13359	1.0001	 1.4056e-01	 1.0002e+00	 8.3095e+01	 1.1545e+00
16.214	 1.0381e+00	0.13372	1.0008	 1.4073e-01	 1.0001e+00	 8.3083e+01	 1.1544e+00
16.225	 1.0396e+00	0.13385	1.0006	 1.4089e-01	 9.9997e-01	 8.3070e+01	 1.1541e+00
16.237	 1.0410e+00	0.13398	0.99972	 1.4106e-01	 9.9985e-01	 8.3058e+01	 1.1536e+00
16.248	 1.0394e+00	0.1341	1.0	 1.4123e-01	 9.9981e-01	 8.3045e+01	 1.1534e+00
16.26	 1.0402e+00	0.13423	0.99963	 1.4139e-01	 9.9987e-01	 8.3032e+01	 1.1534e+00
16.272	 1.0382e+00	0.13436	1.0007	 1.4156e-01	 9.9993e-01	 8.3019e+01	 1.1536e+00
16.283	 1.0405e+00	0.13448	0.99926	 1.4173e-01	 1.0000e+00	 8.3007e+01	 1.1540e+00
16.295	 1.0397e+00	0.13461	1.0005	 1.4190e-01	 1.0000e+00	 8.2994e+01	 1.1542e+00
16.306	 1.0403e+00	0.13474	0.99992	 1.4207e-01	 1.0001e+00	 8.2981e+01	 1.1543e+00
16.318	 1.0404e+00	0.13487	1.0002	 1.4224e-01	 1.0001e+00	 8.2968e+01	 1.1540e+00
16.329	 1.0399e+00	0.135	1.0002	 1.4240e-01	 1.0000e+00	 8.2955e+01	 1.1535e+00
16.341	 1.0429e+00	0.13512	0.99979	 1.4257e-01	 1.0001e+00	 8.2942e+01	 1.1530e+00
16.352	 1.0422e+00	0.13525	1.0002	 1.4274e-01	 1.0000e+00	 8.2929e+01	 1.1526e+00
16.364	 1.0437e+00	0.13538	0.99966	 1.4290e-01	 9.9995e-01	 8.2916e+01	 1.1525e+00
16.376	 1.0408e+00	0.1355	1.0005	 1.4307e-01	 9.9983e-01	 8.2903e+01	 1.1527e+00
16.387	 1.0431e+00	0.13563	0.99916	 1.4324e-01	 9.9979e-01	 8.2889e+01	 1.1530e+00
16.399	 1.0424e+00	0.13576	1.0008	 1.4341e-01	 9.9979e-01	 8.2876e+01	 1.1533e+00
16.411	 1.0426e+00	0.13588	1.0002	 1.4358e-01	 9.9987e-01	 8.2863e+01	 1.1532e+00
16.422	 1.0437e+00	0.13601	0.99956	 1.4375e-01	 9.9995e-01	 8.2850e+01	 1.1530e+00
16.434	 1.0429e+00	0.13614	0.99996	 1.4391e-01	 9.9997e-01	 8.2836e+01	 1.1525e+00
16.446	 1.0445e+00	0.13627	1.0	 1.4408e-01	 9.9997e-01	 8.2823e+01	 1.1520e+00
16.457	 1.0426e+00	0.1364	1.0008	 1.4425e-01	 9.9993e-01	 8.2810e+01	 1.1517e+00
16.469	 1.0452e+00	0.13653	0.99939	 1.4441e-01	 9.9995e-01	 8.2796e+01	 1.1516e+00
16.481	 1.0439e+00	0.13665	1.0005	 1.4458e-01	 9.9993e-01	 8.2783e+01	 1.1519e+00
16.492	 1.0452e+00	0.13678	0.99986	 1.4475e-01	 9.9997e-01	 8.2769e+01	 1.1522e+00
16.504	 1.0447e+00	0.1369	1.0002	 1.4492e-01	 9.9997e-01	 8.2755e+01	 1.1525e+00
16.516	 1.0453e+00	0.13703	0.99959	 1.4509e-01	 9.9999e-01	 8.2742e+01	 1.1527e+00
16.527	 1.0461e+00	0.13717	0.99992	 1.4526e-01	 1.0000e+00	 8.2728e+01	 1.1525e+00
16.539	 1.0450e+00	0.1373	1.0004	 1.4543e-01	 1.0001e+00	 8.2715e+01	 1.1522e+00
16.551	 1.0470e+00	0.13743	0.99959	 1.4560e-01	 1.0001e+00	 8.2701e+01	 1.1518e+00
16.562	 1.0448e+00	0.13756	1.0007	 1.4576e-01	 1.0000e+00	 8.2687e+01	 1.1517e+00
16.574	 1.0475e+00	0.13768	0.99943	 1.4593e-01	 9.9999e-01	 8.2673e+01	 1.1518e+00
16.586	 1.0470e+00	0.13781	1.0003	 1.4610e-01	 9.9997e-01	 8.2659e+01	 1.1522e+00
16.598	 1.0476e+00	0.13794	0.99959	 1.4627e-01	 9.9999e-01	 8.2645e+01	 1.1528e+00
16.609	 1.0469e+00	0.13807	1.0003	 1.4644e-01	 9.9999e-01	 8.2632e+01	 1.1532e+00
16.621	 1.0466e+00	0.1382	1.0001	 1.4661e-01	 9.9999e-01	 8.2618e+01	 1.1535e+00
16.633	 1.0493e+00	0.13833	0.99999	 1.4678e-01	 9.9999e-01	 8.2604e+01	 1.1535e+00
16.645	 1.0481e+00	0.13845	1.0001	 1.4695e-01	 9.9993e-01	 8.2589e+01	 1.1532e+00
16.657	 1.0502e+00	0.13858	0.99939	 1.4712e-01	 9.9991e-01	 8.2575e+01	 1.1529e+00
16.668	 1.0480e+00	0.13871	1.0007	 1.4728e-01	 9.9987e-01	 8.2561e+01	 1.1527e+00
16.68	 1.0497e+00	0.13884	0.99972	 1.4745e-01	 9.9989e-01	 8.2547e+01	 1.1529e+00
16.692	 1.0492e+00	0.13896	1.0009	 1.4762e-01	 9.9993e-01	 8.2533e+01	 1.1532e+00
16.704	 1.0486e+00	0.13909	1.0002	 1.4779e-01	 1.0000e+00	 8.2519e+01	 1.1538e+00
16.716	 1.0485e+00	0.13922	1.0005	 1.4796e-01	 1.0001e+00	 8.2504e+01	 1.1542e+00
16.727	 1.0492e+00	0.13934	1.0005	 1.4813e-01	 1.0001e+00	 8.2490e+01	 1.1543e+00
16.739	 1.0508e+00	0.13947	0.99976	 1.4830e-01	 1.0001e+00	 8.2476e+01	 1.1542e+00
16.751	 1.0482e+00	0.1396	1.0003	 1.4847e-01	 1.0000e+00	 8.2461e+01	 1.1538e+00
16.763	 1.0505e+00	0.13973	0.99982	 1.4865e-01	 1.0000e+00	 8.2447e+01	 1.1535e+00
16.775	 1.0491e+00	0.13986	1.0009	 1.4882e-01	 9.9997e-01	 8.2432e+01	 1.1532e+00
16.787	 1.0509e+00	0.13998	0.99949	 1.4900e-01	 9.9999e-01	 8.2418e+01	 1.1532e+00
16.798	 1.0505e+00	0.14011	1.0003	 1.4917e-01	 9.9997e-01	 8.2403e+01	 1.1536e+00
16.81	 1.0516e+00	0.14024	0.99963	 1.4935e-01	 9.9993e-01	 8.2388e+01	 1.1539e+00
16.822	 1.0523e+00	0.14036	1.0	 1.4952e-01	 9.9987e-01	 8.2374e+01	 1.1542e+00
16.834	 1.0505e+00	0.14049	1.0003	 1.4970e-01	 9.9987e-01	 8.2359e+01	 1.1543e+00
16.846	 1.0526e+00	0.14062	1.0001	 1.4987e-01	 9.9995e-01	 8.2344e+01	 1.1540e+00
16.858	 1.0511e+00	0.14075	1.0011	 1.5005e-01	 1.0000e+00	 8.2330e+01	 1.1536e+00
16.87	 1.0537e+00	0.14088	0.99959	 1.5023e-01	 1.0001e+00	 8.2315e+01	 1.1531e+00
16.882	 1.0519e+00	0.14102	1.0007	 1.5040e-01	 1.0002e+00	 8.2300e+01	 1.1528e+00
16.894	 1.0533e+00	0.14115	0.9993	 1.5058e-01	 1.0001e+00	 8.2285e+01	 1.1528e+00
16.906	 1.0535e+00	0.14128	0.99986	 1.5075e-01	 1.0001e+00	 8.2270e+01	 1.1530e+00
16.918	 1.0534e+00	0.14141	0.99959	 1.5093e-01	 1.0001e+00	 8.2255e+01	 1.1534e+00
16.93	 1.0543e+00	0.14154	0.99963	 1.5110e-01	 9.9999e-01	 8.2240e+01	 1.1535e+00
16.941	 1.0530e+00	0.14167	1.0005	 1.5128e-01	 9.9993e-01	 8.2225e+01	 1.1535e+00
16.953	 1.0548e+00	0.1418	0.99996	 1.5145e-01	 9.9993e-01	 8.2210e+01	 1.1531e+00
16.965	 1.0536e+00	0.14193	1.0008	 1.5163e-01	 9.9995e-01	 8.2195e+01	 1.1526e+00
16.977	 1.0556e+00	0.14206	0.9991	 1.5180e-01	 1.0000e+00	 8.2180e+01	 1.1520e+00
16.989	 1.0541e+00	0.14219	1.0004	 1.5198e-01	 1.0001e+00	 8.2164e+01	 1.1516e+00
17.001	 1.0551e+00	0.14232	0.99982	 1.5216e-01	 1.0001e+00	 8.2149e+01	 1.1515e+00
17.013	 1.0548e+00	0.14245	1.0004	 1.5233e-01	 1.0001e+00	 8.2134e+01	 1.1515e+00
17.025	 1.0539e+00	0.14258	1.0001	 1.5250e-01	 1.0002e+00	 8.2119e+01	 1.1518e+00
17.037	 1.0561e+00	0.14271	0.99972	 1.5268e-01	 1.0002e+00	 8.2103e+01	 1.1518e+00
17.049	 1.0545e+00	0.14284	1.0006	 1.5286e-01	 1.0001e+00	 8.2088e+01	 1.1517e+00
17.061	 1.0560e+00	0.14297	0.99953	 1.5303e-01	 1.0001e+00	 8.2072e+01	 1.1513e+00
17.073	 1.0550e+00	0.1431	1.0005	 1.5321e-01	 1.0001e+00	 8.2057e+01	 1.1507e+00
17.085	 1.0570e+00	0.14323	0.99949	 1.5338e-01	 1.0001e+00	 8.2041e+01	 1.1501e+00
17.098	 1.0562e+00	0.14337	1.0003	 1.5355e-01	 9.9997e-01	 8.2026e+01	 1.1497e+00
17.11	 1.0569e+00	0.1435	0.99982	 1.5373e-01	 9.9995e-01	 8.2010e+01	 1.1496e+00
17.122	 1.0576e+00	0.14363	1.0002	 1.5391e-01	 9.9991e-01	 8.1995e+01	 1.1497e+00
17.134	 1.0562e+00	0.14376	1.0003	 1.5409e-01	 9.9995e-01	 8.1979e+01	 1.1500e+00
17.146	 1.0579e+00	0.14389	0.99969	 1.5427e-01	 1.0001e+00	 8.1963e+01	 1.1502e+00
17.158	 1.0569e+00	0.14403	1.0006	 1.5445e-01	 1.0001e+00	 8.1947e+01	 1.1501e+00
17.17	 1.0598e+00	0.14416	0.99979	 1.5463e-01	 1.0001e+00	 8.1932e+01	 1.1498e+00
17.182	 1.0568e+00	0.14429	1.0006	 1.5481e-01	 1.0000e+00	 8.1916e+01	 1.1493e+00
17.194	 1.0577e+00	0.14442	0.99933	 1.5499e-01	 9.9993e-01	 8.1900e+01	 1.1487e+00
17.206	 1.0576e+00	0.14456	1.0007	 1.5516e-01	 9.9981e-01	 8.1884e+01	 1.1485e+00
17.218	 1.0581e+00	0.14469	1.0003	 1.5534e-01	 9.9979e-01	 8.1868e+01	 1.1484e+00
17.231	 1.0595e+00	0.14482	1.0001	 1.5552e-01	 9.9987e-01	 8.1852e+01	 1.1487e+00
17.243	 1.0586e+00	0.14496	1.0005	 1.5570e-01	 9.9997e-01	 8.1836e+01	 1.1491e+00
17.255	 1.0593e+00	0.14509	0.99966	 1.5588e-01	 1.0001e+00	 8.1820e+01	 1.1493e+00
17.267	 1.0580e+00	0.14522	1.0006	 1.5606e-01	 1.0001e+00	 8.1804e+01	 1.1495e+00
17.279	 1.0611e+00	0.14535	0.99959	 1.5624e-01	 1.0001e+00	 8.1788e+01	 1.1492e+00
17.291	 1.0602e+00	0.14549	1.0008	 1.5641e-01	 9.9993e-01	 8.1772e+01	 1.1488e+00
17.304	 1.0593e+00	0.14562	0.99982	 1.5659e-01	 9.9987e-01	 8.1756e+01	 1.1484e+00
17.316	 1.0586e+00	0.14575	1.0005	 1.5677e-01	 9.9979e-01	 8.1739e+01	 1.1482e+00
17.328	 1.0583e+00	0.14589	1.0001	 1.5695e-01	 9.9977e-01	 8.1723e+01	 1.1483e+00
17.34	 1.0605e+00	0.14602	0.99953	 1.5713e-01	 9.9977e-01	 8.1707e+01	 1.1486e+00
17.352	 1.0569e+00	0.14615	1.0003	 1.5732e-01	 9.9977e-01	 8.1690e+01	 1.1491e+00
17.365	 1.0622e+00	0.14629	0.99959	 1.5750e-01	 9.9981e-01	 8.1674e+01	 1.1494e+00
17.377	 1.0577e+00	0.14642	1.0006	 1.5768e-01	 9.9981e-01	 8.1658e+01	 1.1495e+00
17.389	 1.0613e+00	0.14655	0.99969	 1.5787e-01	 9.9983e-01	 8.1641e+01	 1.1492e+00
17.401	 1.0600e+00	0.14669	1.0007	 1.5805e-01	 9.9981e-01	 8.1625e+01	 1.1488e+00
17.413	 1.0601e+00	0.14682	0.99946	 1.5823e-01	 9.9981e-01	 8.1608e+01	 1.1483e+00
17.426	 1.0605e+00	0.14696	1.0004	 1.5841e-01	 9.9979e-01	 8.1591e+01	 1.1480e+00
17.438	 1.0608e+00	0.14709	1.0002	 1.5860e-01	 9.9977e-01	 8.1575e+01	 1.1481e+00
17.45	 1.0628e+00	0.14722	0.99933	 1.5878e-01	 9.9979e-01	 8.1558e+01	 1.1483e+00
17.462	 1.0621e+00	0.14736	1.0006	 1.5896e-01	 9.9979e-01	 8.1541e+01	 1.1487e+00
17.475	 1.0633e+00	0.14749	1.0001	 1.5914e-01	 9.9983e-01	 8.1525e+01	 1.1490e+00
17.487	 1.0599e+00	0.14763	1.0009	 1.5932e-01	 9.9985e-01	 8.1508e+01	 1.1489e+00
17.499	 1.0618e+00	0.14777	0.99963	 1.5951e-01	 9.9989e-01	 8.1491e+01	 1.1487e+00
17.512	 1.0615e+00	0.14791	1.0005	 1.5969e-01	 9.9987e-01	 8.1474e+01	 1.1481e+00
17.524	 1.0631e+00	0.14805	0.99986	 1.5988e-01	 9.9985e-01	 8.1457e+01	 1.1477e+00
17.536	 1.0625e+00	0.14819	1.0001	 1.6006e-01	 9.9987e-01	 8.1441e+01	 1.1474e+00
17.549	 1.0601e+00	0.14833	0.99996	 1.6025e-01	 9.9993e-01	 8.1424e+01	 1.1474e+00
17.561	 1.0626e+00	0.14847	0.99956	 1.6043e-01	 9.9999e-01	 8.1407e+01	 1.1478e+00
17.573	 1.0622e+00	0.14861	1.0003	 1.6061e-01	 9.9999e-01	 8.1390e+01	 1.1481e+00
17.586	 1.0649e+00	0.14875	0.99916	 1.6080e-01	 1.0000e+00	 8.1373e+01	 1.1484e+00
17.598	 1.0628e+00	0.14889	1.0008	 1.6098e-01	 9.9995e-01	 8.1356e+01	 1.1485e+00
17.61	 1.0644e+00	0.14904	0.99989	 1.6116e-01	 9.9997e-01	 8.1338e+01	 1.1482e+00
17.623	 1.0642e+00	0.14918	1.0006	 1.6134e-01	 9.9997e-01	 8.1321e+01	 1.1478e+00
17.635	 1.0641e+00	0.14932	1.0002	 1.6152e-01	 9.9999e-01	 8.1304e+01	 1.1474e+00
17.647	 1.0652e+00	0.14946	1.0004	 1.6170e-01	 1.0000e+00	 8.1287e+01	 1.1473e+00
17.66	 1.0632e+00	0.1496	1.0005	 1.6188e-01	 9.9995e-01	 8.1269e+01	 1.1474e+00
17.672	 1.0647e+00	0.14974	0.99966	 1.6206e-01	 9.9991e-01	 8.1252e+01	 1.1478e+00
17.685	 1.0635e+00	0.14989	1.0007	 1.6224e-01	 9.9989e-01	 8.1235e+01	 1.1483e+00
17.697	 1.0653e+00	0.15003	0.99963	 1.6242e-01	 9.9993e-01	 8.1217e+01	 1.1486e+00
17.709	 1.0638e+00	0.15018	1.0004	 1.6260e-01	 9.9997e-01	 8.1200e+01	 1.1487e+00
17.722	 1.0647e+00	0.15032	0.9992	 1.6279e-01	 1.0000e+00	 8.1183e+01	 1.1485e+00
17.734	 1.0645e+00	0.15045	1.0001	 1.6297e-01	 1.0000e+00	 8.1165e+01	 1.1481e+00
17.747	 1.0648e+00	0.15059	0.99999	 1.6315e-01	 9.9995e-01	 8.1148e+01	 1.1478e+00
17.759	 1.0666e+00	0.15074	0.99989	 1.6333e-01	 9.9993e-01	 8.1130e+01	 1.1475e+00
17.772	 1.0647e+00	0.15088	1.0004	 1.6351e-01	 9.9993e-01	 8.1112e+01	 1.1477e+00
17.784	 1.0663e+00	0.15102	0.99966	 1.6369e-01	 9.9997e-01	 8.1095e+01	 1.1480e+00
17.797	 1.0649e+00	0.15116	1.0007	 1.6388e-01	 9.9993e-01	 8.1077e+01	 1.1485e+00
17.809	 1.0674e+00	0.1513	0.99959	 1.6406e-01	 9.9991e-01	 8.1059e+01	 1.1488e+00
17.822	 1.0668e+00	0.15144	1.0007	 1.6425e-01	 9.9983e-01	 8.1042e+01	 1.1488e+00
17.834	 1.0665e+00	0.15159	0.99963	 1.6443e-01	 9.9981e-01	 8.1024e+01	 1.1486e+00
17.847	 1.0656e+00	0.15173	1.0001	 1.6462e-01	 9.9983e-01	 8.1006e+01	 1.1481e+00
17.859	 1.0651e+00	0.15188	1.0002	 1.6480e-01	 9.9987e-01	 8.0988e+01	 1.1477e+00
17.872	 1.0673e+00	0.15202	0.99982	 1.6498e-01	 9.9995e-01	 8.0970e+01	 1.1475e+00
17.884	 1.0662e+00	0.15217	1.0	 1.6517e-01	 9.9999e-01	 8.0952e+01	 1.1475e+00
17.897	 1.0686e+00	0.15231	0.99916	 1.6535e-01	 1.0001e+00	 8.0934e+01	 1.1479e+00
17.909	 1.0662e+00	0.15246	1.0006	 1.6553e-01	 1.0000e+00	 8.0916e+01	 1.1482e+00
17.922	 1.0680e+00	0.1526	0.9992	 1.6572e-01	 1.0000e+00	 8.0898e+01	 1.1485e+00
17.934	 1.0677e+00	0.15275	0.99999	 1.6591e-01	 9.9997e-01	 8.0880e+01	 1.1484e+00
17.947	 1.0676e+00	0.15289	0.99999	 1.6609e-01	 9.9997e-01	 8.0862e+01	 1.1481e+00
17.959	 1.0677e+00	0.15303	1.0003	 1.6627e-01	 9.9997e-01	 8.0844e+01	 1.1477e+00
17.972	 1.0673e+00	0.15318	0.99996	 1.6645e-01	 9.9995e-01	 8.0826e+01	 1.1472e+00
17.985	 1.0702e+00	0.15332	0.9993	 1.6664e-01	 9.9991e-01	 8.0808e+01	 1.1470e+00
17.997	 1.0676e+00	0.15346	1.0005	 1.6683e-01	 9.9985e-01	 8.0789e+01	 1.1470e+00
18.01	 1.0693e+00	0.15361	0.99966	 1.6701e-01	 9.9987e-01	 8.0771e+01	 1.1474e+00
18.022	 1.0678e+00	0.15376	1.0005	 1.6720e-01	 9.9989e-01	 8.0753e+01	 1.1477e+00
18.035	 1.0695e+00	0.1539	0.99949	 1.6738e-01	 9.9993e-01	 8.0735e+01	 1.1479e+00
18.048	 1.0697e+00	0.15404	1.0004	 1.6756e-01	 9.9989e-01	 8.0716e+01	 1.1479e+00
18.06	 1.0690e+00	0.15419	0.99976	 1.6775e-01	 9.9985e-01	 8.0698e+01	 1.1476e+00
18.073	 1.0701e+00	0.15433	0.99982	 1.6794e-01	 9.9983e-01	 8.0679e+01	 1.1472e+00
18.086	 1.0690e+00	0.15447	0.99996	 1.6812e-01	 9.9983e-01	 8.0661e+01	 1.1467e+00
18.098	 1.0713e+00	0.15462	0.99933	 1.6831e-01	 9.9987e-01	 8.0642e+01	 1.1465e+00
18.111	 1.0694e+00	0.15476	1.0006	 1.6850e-01	 9.9987e-01	 8.0624e+01	 1.1466e+00
18.124	 1.0694e+00	0.1549	0.9993	 1.6869e-01	 9.9991e-01	 8.0605e+01	 1.1468e+00
18.136	 1.0686e+00	0.15505	1.0005	 1.6888e-01	 9.9993e-01	 8.0587e+01	 1.1473e+00
18.149	 1.0706e+00	0.15519	0.99926	 1.6907e-01	 9.9999e-01	 8.0568e+01	 1.1475e+00
18.162	 1.0704e+00	0.15534	1.0001	 1.6926e-01	 1.0001e+00	 8.0549e+01	 1.1475e+00
18.174	 1.0695e+00	0.15548	1.0002	 1.6945e-01	 1.0001e+00	 8.0531e+01	 1.1472e+00
18.187	 1.0712e+00	0.15563	1.0002	 1.6964e-01	 1.0002e+00	 8.0512e+01	 1.1467e+00
18.2	 1.0701e+00	0.15577	1.0008	 1.6983e-01	 1.0001e+00	 8.0493e+01	 1.1462e+00
18.212	 1.0715e+00	0.15592	0.99979	 1.7002e-01	 1.0001e+00	 8.0474e+01	 1.1459e+00
18.225	 1.0681e+00	0.15607	1.0007	 1.7022e-01	 9.9995e-01	 8.0455e+01	 1.1460e+00
18.238	 1.0693e+00	0.15621	0.99926	 1.7041e-01	 9.9995e-01	 8.0436e+01	 1.1462e+00
18.251	 1.0689e+00	0.15636	1.0001	 1.7060e-01	 9.9993e-01	 8.0417e+01	 1.1464e+00
18.263	 1.0707e+00	0.15651	1.0	 1.7079e-01	 9.9997e-01	 8.0398e+01	 1.1467e+00
18.276	 1.0719e+00	0.15665	1.0005	 1.7098e-01	 9.9999e-01	 8.0379e+01	 1.1464e+00
18.289	 1.0719e+00	0.1568	0.99999	 1.7117e-01	 9.9997e-01	 8.0360e+01	 1.1461e+00
18.302	 1.0737e+00	0.15695	0.99949	 1.7137e-01	 9.9993e-01	 8.0341e+01	 1.1455e+00
18.315	 1.0712e+00	0.1571	1.0007	 1.7156e-01	 9.9989e-01	 8.0322e+01	 1.1450e+00
18.327	 1.0722e+00	0.15724	0.99969	 1.7175e-01	 9.9995e-01	 8.0303e+01	 1.1448e+00
18.34	 1.0710e+00	0.15738	1.0007	 1.7195e-01	 1.0000e+00	 8.0284e+01	 1.1447e+00
18.353	 1.0725e+00	0.15753	0.99959	 1.7214e-01	 1.0001e+00	 8.0265e+01	 1.1451e+00
18.366	 1.0711e+00	0.15767	1.0002	 1.7233e-01	 9.9999e-01	 8.0245e+01	 1.1454e+00
18.379	 1.0723e+00	0.15782	0.99946	 1.7253e-01	 9.9991e-01	 8.0226e+01	 1.1456e+00
18.391	 1.0731e+00	0.15796	1.0	 1.7272e-01	 9.9983e-01	 8.0207e+01	 1.1456e+00
18.404	 1.0719e+00	0.15811	1.0003	 1.7291e-01	 9.9977e-01	 8.0187e+01	 1.1453e+00
18.417	 1.0740e+00	0.15826	0.99936	 1.7311e-01	 9.9979e-01	 8.0168e+01	 1.1449e+00
18.43	 1.0727e+00	0.1584	1.0005	 1.7330e-01	 9.9983e-01	 8.0149e+01	 1.1444e+00
18.443	 1.0742e+00	0.15855	0.99979	 1.7348e-01	 9.9993e-01	 8.0129e+01	 1.1443e+00
18.456	 1.0729e+00	0.1587	1.0005	 1.7368e-01	 9.9999e-01	 8.0110e+01	 1.1445e+00
18.469	 1.0737e+00	0.15884	0.99933	 1.7387e-01	 1.0000e+00	 8.0090e+01	 1.1449e+00
18.481	 1.0719e+00	0.15899	1.0006	 1.7405e-01	 1.0000e+00	 8.0071e+01	 1.1455e+00
18.494	 1.0733e+00	0.15914	0.99992	 1.7425e-01	 1.0000e+00	 8.0051e+01	 1.1457e+00
18.507	 1.0745e+00	0.15929	0.99969	 1.7444e-01	 1.0000e+00	 8.0032e+01	 1.1459e+00
18.52	 1.0726e+00	0.15943	1.0002	 1.7463e-01	 1.0000e+00	 8.0012e+01	 1.1457e+00
18.533	 1.0749e+00	0.15958	0.99946	 1.7482e-01	 1.0001e+00	 7.9992e+01	 1.1454e+00
18.546	 1.0723e+00	0.15972	1.0006	 1.7501e-01	 1.0001e+00	 7.9973e+01	 1.1451e+00
18.559	 1.0754e+00	0.15987	0.99939	 1.7521e-01	 1.0001e+00	 7.9953e+01	 1.1450e+00
18.572	 1.0737e+00	0.16002	1.0006	 1.7540e-01	 9.9995e-01	 7.9933e+01	 1.1453e+00
18.585	 1.0729e+00	0.16017	0.99972	 1.7560e-01	 9.9993e-01	 7.9913e+01	 1.1457e+00
18.598	 1.0738e+00	0.16032	1.0003	 1.7579e-01	 9.9991e-01	 7.9893e+01	 1.1462e+00
